ピンキリ,ワンピー,ガタゴト,スカウト,ハーピー,リンアー,ポンコツ,ピーヒョロ,ムンクル,ワーバラ,ゴチャゴチ,ピッチリ,リンデン,ピッドシ,ドタバタ,ルンブル,アーベン,ヒーリン,ドサクサ,ピンポイ
1,1,1,1,1,5,2,1,2,1,1,1,3,1,2,18,7,1,4,2
