チンピラ,ピクシー
['\u3000アンジェリンは五年前にギルドに現れた時、小さな少女だからとからかい半分に絡んで来たチンピラ冒険者の集団を一人で叩きのめした事がある。\n'],"['\u3000赤ん坊のような声を出す魔獣もいる。ピクシーという魔獣だ。戦闘力は高くないものの、赤ん坊の泣き声を真似したり、魔法で方向感覚を狂わせたりする性質の悪い魔獣である。\n', '\u3000幾度も入ったこの山でピクシーに出会った経験はないが、警戒するに越したことはない。ベルグリフは剣の柄に手を置いたまま、ゆっくりと鳴き声のする方に向かった。\n', '\u3000茂みをかき分けたベルグリフは、驚きとも呆れともつかぬ声を出した。そこにいたのはピクシーではなく、確かに人間の赤ん坊だったからだ。\n']"
