カリブル,クッキー,ムズアップ,ブラボー,クスカリ,ジューシー,ツーカー,クリスタ,ハッピー,キーパー,ガラクタ,エングラ,ガーデン,カーボン,アーユル,コントロ,ポーカー,スカウン,オンクリ,ワードロ,バタフラ,アーベラ
7,1,2,1,3,3,1,1,2,1,2,2,1,2,1,3,1,1,1,1,4,3
