カランコロン,カラカン,ポンブー,カンドカ,ガードキ,フラワー,スカウト,コンポー,チンピラ,ツンデレ,プルモジ,リンガー,ブルルン,カンプン,タッカー,パークス,ガラクタ,ガタンドタ,ウジャウジ,スクワー,スカイラ,ブリザー,バカデカ,カーバン,チンプン,プリズン,パラシュー,ヒーリン,オンボロ,クンビク,ザードタ,ジリスク,コントロ,メチャクチャ,スパイラ,ピンポイ,ポイズン,カッチー,ガクブル
1,1,1,1,1,1,6,1,1,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,17,1,2,1,3,1,1,1
