ワークラ,ゴロギシ,カンドカ,チョンピチ,チンチリン,カラクリ,スカウト,チョンケチョン,ブングラ,チンピラ,ホクサク,ポンポコ,デコピン,ボトドスン,ガタゴソ,ブルンブル,ドンゴロ,カッポカ,ジューシー,カンデブ,ガランガラ,ポタリポタ,プスピー,パリポリ,ピチャピチ,ブルルン,カーカッ,クリスタ,バキボキ,ゴチャゴチ,コロドサ,タッチャブ,カタフラ,リントロ,ワーシー,シックリ,ガラクタ,ウロチョロ,ブースタ,リンキリ,クンドク,ガンオイ,ウジャウジ,ボンクラ,コッポリ,ワンタッ,ベロンベロ,カタコン,バラベチャ,ゾクハッ,バチコン,ビシバシ,チャリンチャリ,チリジリ,グルングル,ガーデン,チリリン,サワワー,ドタバタ,ドカカッ,クントク,グラウン,カービン,シッカリ,ヒーリン,カラカラン,ハッキリ,プンスカ,パックン,ポツリポツ,カチャカチ,ガーハッ,パッカン,コントロ,ピーキャッ,スタエン,スッパスパ,ギリキリ,ズタボロ,バライソ,クダウン,クラウト,シャンビュー,トンズラ,パーカー,グーパー,ドサクサ,ブラウン,ジーヒー,パッパン,オドドカ,ピンポイ,パタタッ,クッテク,バカチン,ズシンズシ,カックン
4,1,1,1,1,2,34,1,4,10,1,1,2,1,1,2,1,7,2,5,1,1,4,1,1,1,1,1,1,2,2,2,6,18,1,1,1,1,9,1,1,2,1,13,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,2,5,1,4,1,1,3,1,1,2,1,3,1,1,1,1,1,1,5,2,1,12,2,3,1,1,3,1,1,1,3,1,2,4
