ワンピー,スカウト,コチョコチ,ピードス,ピクシー,ドロオド,ジューシー,ブルパン,シックス,ボキバキ,キンハー,バキボキ,ワンパタ,バカドン,ザクキン,ビシバシ,クンガク,バカドー,シーカー,ボンビー,ジャンピン,カチコチ,シッカリ,ハッキリ,クンビク,デコボコ,ドシンドシ,チンタラ,デンビー,モジャモジ,ブラコン,コントロ,キンシッ,グーパー,ブラウン,スーパー,ポイズン,ガクブル,トンタッ,ジャントン
3,1,1,1,42,1,1,1,7,1,2,1,1,6,1,1,1,3,2,2,1,2,3,6,4,1,1,1,16,1,1,1,2,1,2,1,1,1,1,1
