タッタラ,ピンキリ,コンパク,チンピラ,コチョコチ,デカブツ,キラリン,ガーブリ,タッカー,リンクス,ピューピュッ,ポツリポツ,クラスク,カチャカチ,ザーアー,コントロ,キンシッ,スーパー,ピンポイ,パラドン
1,1,3,1,24,1,1,1,1,4,2,1,2,1,1,4,1,1,2,1
