カラクリ,チョンケチョン,チンピラ,ゴークド,ワーバカ,エンジン,デコピン,ピーカー,ポンコツ,ウトユル,ハッピー,チンチクリ,コリゴリ,フンドシ,ピッチリ,パッパラ,ブラジャー,ピーポー,キーチー,カーペッ,クスクリ,ウズソワ,パッツン,コンチク,ハッキリ,コントロ,メチャクチャ,ドサクサ,コンピュー,スーパー,ピンポイ,ガクブル,ブラスタ,グーシー
8,1,5,18,1,2,6,1,2,1,3,1,1,1,1,1,1,2,1,1,1,1,2,1,10,6,2,1,1,2,1,1,1,6
