クッキー,ワンピー,ビーチチ,ジューシー,ブルパン,コンガリ,ハッピー,テクノロ,ボンクラ,ジャンピン,カリホク,ホログラ,ワンコロ,コントロ,バカチビ,チリンチリ,メタトロ,カッチリ
2,8,1,2,1,1,1,3,1,1,1,4,1,1,1,1,31,1
