ワンピー,カップル,コテンパン,ノタウロ,カスマジ,ブラジャー,カーペッ,グラウン,アーベン,クッゴク,デコボコ,ジリスク,ズタボロ,ビショビシ,ゴーガン
2,2,1,17,1,1,1,1,17,1,2,221,1,2,61
