ブラザー,クッキー,ワンピー,カラクリ,キーボー,コンパク,マザコン,チンピラ,ガタタッ,ノタウロ,パチクリ,アーボー,キーパー,ガラクタ,バシャバシ,ブラジャー,ビシバシ,ワーカー,トクエン,カーバン,クリアー,ガードス,ハッキリ,ジリスク,ザーアー,シャンプー,キンシッ,ズタボロ,ピーキー,スーパー,グスカー,ピンポイ,ツルペタ
1,3,16,1,1,1,2,1,1,14,2,9,1,1,1,2,1,1,5,1,1,2,2,1,1,1,1,1,1,1,1,1,1
