カランコロン,クッキー,ワンピー,ジンジャー,ガタゴト,グラスク,チンピラ,ワンパン,クークル,ピンポー,バシャバシ,カランカラ,クンガク,ポツリポツ,コントロ,グーパー,ブルボン,ピンポイ
1,3,16,1,1,1,31,2,1,1,1,2,1,1,4,1,2,1
