するかっ,わなかっ,がさぽー,びーとく,びしばし,くらすか,くるから,たっちま,がらこっ,くること,けばくね,ぐらうん,びーから,つけてく,するから,さわしく,きんしっ,からんから,がりでか,ことすら,しとこっ,りんがー,なみにこ,かんぱー,ふんふー,すくこそ,がりのし,ばらくす,にたくさ,がらすか,けらかん,とこうか,ことがば,するとこ,もごぶり,のしちゅー,びーのお,げたから,もそうだ,りんから,こそこん,うはばか,どんぐり,りんきん,くつもり,しなかっ,にこびり,ほろうだ,わんぴー,きびしー,たってく,おいしー,うとする,かちゃかち,まるでぶ,かすこと,かってく,ざーびー,そろから,からほろ,もそうは,あーぼー,めちゃくちゃ,おずとく,からぱー,くようだ,ことでこ,からこそ,はきちん,てかべた,ぼそうと,つかぱー,いそうだ,はっきり,かったら,どろしー,からする,てかがん,するごと,わないら,どやしゃー,うところ,がつくん,よろしく,くりつけ,りんしゃー,きしめら,しながら,すること,つんでれ,からうら,どさくさ,うだしな,ほろうと,こんじゃん,ちらりとく,づけてく,うだから,ぶつかっ,もたくさ,すたりん,もささや,ほろうは,みしめた,ばしてく,ざわめき,わーがつ,ちらから,てくるん,しっかり,ことくら,うとすれ
1,8,1,2,1,1,1,1,1,1,1,1,1,1,5,2,1,1,1,1,1,11,1,1,1,1,1,1,1,1,2,1,1,2,3,1,1,1,3,1,1,1,1,17,2,4,1,1,1,1,1,2,12,1,1,2,8,1,1,1,1,8,1,1,2,1,1,7,2,1,1,1,1,5,5,10,3,1,1,1,1,6,1,2,1,11,1,13,40,1,1,1,1,2,1,1,1,2,2,2,2,1,11,3,2,1,1,1,1,2,2,1
