クッキー,カラカン,グラスパ,ハッスル,ブルプリ,ワンピー,カップル,コンパク,スカウト,グースカ,グーペコ,プルパリ,チンピラ,ムズアップ,ムシャクシャ,デカブツ,リンガー,キラリン,スクドー,ノタウロ,パチクリ,ブルパリ,クンドク,シーリン,カーペッ,ワンパク,カチコチ,トンピン,オンボロ,デコボコ,プリムラ,ガーハッ,ジャングル,パックリ,ブラウン,スーパー,プルプリ,ドスンドス
1,1,56,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,23,2,1,1,1,2,3,1,1,2,1,96,1,1,3,1,1,1,1
