チンピラ,ハーピー,リンキン,クスカリ,ピーチク,デカブツ,マルブラ,パーチク,ワーバラ,クリスタ,ゴチャゴチ,ガラクタ,クスハー,ボンクラ,モサクラ,ブリザー,ハッキリ,ザーワー,コントロ,メチャクチャ
4,1,16,14,1,1,3,1,1,2,1,1,3,1,1,1,4,3,10,2
