プスピー,ゴチャゴチ,ガラクタ,ガンオン,アークサ,ウジャウジ,ピッキン,ドンピシ,アーベン,コントロ,ドサクサ,ピンポイ
1,2,4,1,12,2,1,1,5,13,2,2
