クッキー,ハッスル,ピンキリ,ワンピー,ポージン,ワンシー,フラワー,コンパク,バリスタ,サククッ,ポリシー,チンピラ,ムズアップ,サクチョコ,ハーピー,デコピン,チリジー,ビーカー,ゴーグル,ワクドキ,ジューシー,ジーグリ,ワクテカ,キューパー,ノタウロ,ツヤサラ,ジークー,チョコチョイ,バキボキ,ハッピー,ガラクタ,カッチョイ,スクワー,リンクス,ビシバシ,チャリンチャリ,カンピン,シャーキシ,チンゲー,キーピラ,ボーフラ,ポーズシ,ハッキリ,ウキキー,ザースー,ポツリポツ,パッチリ,ジリスク,シナジー,ブラコン,コントロ,ゴードン,ポーカー,メチャクチャ,ズタボロ,エンドロ,グーパー,パタパタン,ドサクサ,スパイラ,カリコリ,ピンポイ,パードン,マルエン
54,2,1,5,1,1,1,2,1,1,1,31,14,1,2,10,1,1,7,1,2,1,1,3,2,1,3,1,1,3,12,1,1,584,6,1,1,1,1,2,9,1,1,1,1,1,2,84,1,1,8,83,2,1,1,45,2,1,1,1,1,3,1,1
