クッキー,ワンピー,カラリン,ポリシー,チンピラ,デコピン,デカブツ,プスピー,ハッピー,タッカー,マジカッ,ワーアップ,バリアー,ガチャガチ,ドタバタ,トンチン,チンパチ,ハッキリ,カチャカチ,シッビシ,コンスタ,デンハー,バタフラ
5,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,4,12,1
