ワンピー,パチクリ,リンチー,キーワー,リンシュー,ハッキリ,ポツリポツ,パッチリ,コントロ,パックリ,リンシャー,カンゲー,ドンピカ,カッチリ
2,1,24,1,1,7,1,1,1,1,8,1,1,1
