エンペラ,ワンピー,プルンプル,デンポー,リンキン,ポンコツ,ムンクル,タックル,キングス,プリズン,シーガー,ジリスク,ドシンドシ,ポイズン
2,3,1,28,2,1,1,3,8,1,2,2,1,1
