クッキー,クスパン,ワンピー,カップル,コンパク,ズンブル,カンテラ,チンピラ,ツンデレ,デコピン,ジューシー,ハープー,ゴージン,ハッピー,キングサ,テクノロ,ワンパタ,ワーシー,シーザー,アップビー,クンドク,ガタンゴトン,カランカラ,グーパン,ブリザー,イラチー,ワーアップ,タックル,ガチャガチ,クリアー,プリズン,バンカー,コンパチ,デコボコ,ジリスク,ブルピン,エンゲー,ザーアー,プリコッ,アースラ,コントロ,キンシッ,ポーカー,ズタボロ,シナプス,スパイラ,ブラウン,スーパー,グスカー,ピンポイ,スタシー,ムンガン,ザーブー,クスアー,カスガン,クラスタ,キャッチー,トンタッ,ブラスタ
1,3,6,2,1,5,10,3,1,1,2,2,3,7,1,1,2,2,1,2,1,2,1,2,1,1,2,1,3,3,1,1,1,1,2,1,9,2,94,1,1,11,2,4,1,55,2,1,1,2,3,9,5,4,4,6,1,2,42
