ブラザー,ガタゴト,カップル,ブルコン,ブルアップ,ポリシー,グータラ,アースク,コンクリ,コテンパン,デコピン,リーンスラ,ガラバン,ゴーグル,キンスタ,ゲームク,パチクリ,クリスタ,ハッピー,テクノロ,シーフー,ガラクタ,ブースタ,カンバン,ワーアップ,タックル,ガチャガチ,ドタバタ,プリズン,キョロスタ,ボロカス,ドンパチ,ホログラ,ハッキリ,ブラシャー,パッチリ,デコボコ,カチャカチ,ジャングル,コントロ,ヒーカッ,キンシッ,ポーカー,コングラ,クダウン,ワイトボ,パックリ,コンピュー,スーパー,ブーメラ,プルジュー,スゴブリ
1,1,1,1,2,4,1,423,7,3,2,30,1,2,1,1,3,1,2,2,1,10,1,1,5,4,1,1,1,1,1,1,6,58,3,5,1,1,1,10,6,2,1,2,2,2,1,11,20,1,1,16
