カーボー,ピンキリ,カラクリ,バリボリ,ビーボー,カーンカー,シュンバシ,ポンコツ,デカブツ,バシャバシ,カランカラ,タックル,ドタバタ,ズタボロ,スーパー
2,1,17,1,1,1,1,1,2,2,1,3,1,1,1
