クッキー,ワンシー,バリスタ,スカウト,ポリシー,ゴーグル,ワクテカ,チッカチ,ブリザー,ブルドー,バリアー,ワーカー,ワーキャッ,バンシー,カーバン,コンゴト,ピンポイ,ヨロシク
7,2,1,3,1,4,1,1,1,2,1,1,1,1,2,1,1,1
