スパスタ,スカウト,チンピラ,エンジン,ジューシー,チップス,プスピー,ムンクル,タッカー,ブースタ,ハードボ,ボンクラ,スクワー,ピッキン,グラプス,ガーデン,タックル,ヒーリン,カチャカチ,ザーアー,コントロ,キンシッ,ズタボロ,ブラウン,スーパー,ピンポイ,ブーメラ
1,5,6,3,1,1,2,1,3,1,8,2,1,1,2,9,1,2,1,1,3,1,1,4,1,2,1
