クッキー,プルンプル,カップル,バリスタ,スカウト,チンピラ,ムズアップ,ツンデレ,コテンパン,リーンスラ,ビシパン,クルスー,クリスタ,ガサゴソ,ガラクタ,シッドス,バシャバシ,クッビク,ビシバシ,ジリスク,ドシンドシ,コントロ,キンシッ,ポイズン
3,1,1,2,1,1,1,1,1,1,1,1,2,1,5,1,1,1,2,99,1,2,2,2
