クッキー,ハークス,ワンピー,カラクリ,カップル,バリスタ,スカウト,チンピラ,ツンデレ,デコピン,ウンドシ,ハーフサ,リンキン,ポンコツ,デカブツ,ワーバラ,クリスタ,キンスー,ハッピー,アーボー,シャースラ,タッカー,カタフラ,シーフー,ガラクタ,カランカラ,ブルグン,ドーピン,ビシバシ,ガンドー,バンブー,アーブラ,エンカー,ワーポー,ハッキリ,クンビク,ビューアー,カチャカチ,コンサラ,ブンプラ,ペッパー,ワークド,タラスク,コントロ,ヒーカッ,メチャクチャ,ワークス,ドースラ,スーパー,ポイズン,スレチッ,タラクス,ベンジャー
3,2,3,1,3,1,12,3,1,3,2,2,3,2,1,2,1,1,1,5,1,2,9,1,2,1,3,1,1,14,1,2,2,1,3,1,1,1,1,2,1,1,1,9,1,2,2,1,1,7,1,9,2
