ザードキ,ワンピー,カップル,パンチラ,ピクシー,チングス,プスピー,ノタウロ,アーボー,タッカー,シックタ,ワーアップ,タックル,クンビク,コントロ,キンシッ,シックド,メチャクチャ,リーンカー,ポイズン,ドスンドス,ガクブル
7,2,1,1,15,1,1,59,18,3,1,2,1,1,4,2,1,2,1,34,1,2
