クッキー,ワンピー,フラワー,コンパク,スカウト,チンピラ,ゴーグル,トコトン,ウンドボ,ガラクタ,ワンポイ,キーワー,モジャモジ,キャーワイ,キーピッ,コントロ,ポーカー,ピンポイ,バタフラ,トンタッ,クストン
2,4,7,1,3,57,8,1,12,3,2,1,1,1,29,7,1,1,1,1,28
