ピンボー,カラクリ,スカウト,ドタドタッ,チンピラ,ムズアップ,ジャンキー,ポンコツ,デカブツ,サラギコ,タッカタ,ワーバラ,ゴチャゴチ,アーヒー,パッチン,トンガー,タックル,ガチャガチ,ドタバタ,グラウン,デンジャー,シッカリ,コンチク,ハッキリ,シーズン,ポツリポツ,コントロ,シックド,ドサクサ,ブラウン,ピンポイ
1,6,1,1,2,1,1,2,2,2,2,1,1,1,2,3,2,1,1,1,1,1,1,10,1,1,10,1,1,3,2
