バンザー,ソロリソロ,バンドカ,キーボー,カンフー,メリカス,ジャンキー,リンピッ,フラユラ,ワーゲー,エンジン,ジーゲー,マルチロ,ウンタラ,ピーチク,デカブツ,トボクサ,カンパー,ペングイ,パーチク,ワーバラ,パリポリ,バカスカ,ゴチャゴチ,ハッピー,ガラクタ,ブースタ,コンシュー,バシャバシ,コンプリ,チリパチ,スイベン,ジメカッ,パカポコ,ビシバシ,ピーポー,ワーアップ,バリアー,グルングル,ガチャガチ,ドカスカ,クリアー,グラウン,ツルピカ,ドンパチ,コンチク,ハッキリ,オンボロ,ドンガラ,プンワー,コントロ,ハッキン,オメガリ,ノソリノソ,バンバカ,ペットボ,コンオイ,シャンパン,コンピュー,スーパー,デンプン,ピンポイ,ポイズン,クタクル,パッパカ,チビデブ
1,1,16,5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,2,4,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,10,1,1,1,1,2,1,1,2,9,4,1,7,1,1,2
