ワンピー,マザコン,ポンコツ,ゼーハー,フラヨロ,ワンパタ,グイベン,ワンツー,ペチャクチャ,タッポタ,グーパン,チリンチリ,ブラウン,ザックザク,トンタッ
1,12,2,2,1,2,1,2,1,1,1,1,14,1,1
