クッキー,ワンピー,カップル,スカウト,チンピラ,ピクシー,プスピー,ゴーンゴー,チビリン,バシャバシ,クスポー,タックル,バキボシャ,トロブス,ハッキリ,タップリ,コントロ,ズタボロ,チューシュー,ポキパキ
2,1,1,2,1,1,2,1,2,1,1,2,1,1,4,1,2,1,1,1
