スルバン,ブルスカ,ツルワサ,クルベン,プルブル,ワーズボ,テラパー,ジンガー,ポードロ,ウラスル,バンブー,スープカ,コントロ,アーバン,アーチー,カッチー,ゴープス
1,62,1,37,5,2,5,122,2,1,4,1,4,4,2,6,1
