ことから,わなかっ,かっさら,ちんたら,びしばし,はらしな,くるから,からこち,すくめた,するばか,たっかー,くること,かっぷる,たっくる,ちらこそ,うまから,ころから,すごいじ,ふんぞり,するぱー,しくする,あーすく,つんざく,からこん,からどか,がつけた,でかめら,へとたど,にたくさ,からぶら,すかうと,ことがば,ちかけた,こっちか,からあー,がくすく,たどわー,くらみし,うようだ,からんこと,もそこそ,くつもり,しなかっ,きしてく,たらこっ,とんかち,もくすく,うとする,おどする,ぽつりぽつ,しっくり,かすこと,がたがく,はたちま,からどん,ひたすら,しゃーから,とぼとく,くるぎり,わーふか,ぶらうん,ことでこ,もやすや,ぷんすか,さくこくり,いそうだ,はっきり,まること,するくら,かったら,のおかっ,くらすく,くるとこ,うところ,しなくっ,がたしな,よろしく,しながら,にたじろ,すること,あっぷする,さらばし,どさくさ,からすれ,わーふが,ふらしく,めたがら,ことごと,くるすら,がらとぼ,たっふが,びたかっ,ぴんとこ,づけてく,くらいじ,がやたら,けたから,ことさら,がぶつか,からがく,きちんとこ,はたくさ,ことばか,もじする,ぶつかり,いそぶり,ざわめき,けたかっ,ちらから,わんばか,ゆること,しっかり,すればさ
4,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,75,1,1,1,1,1,1,3,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,19,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,6,36,1,47,1,1,1,5,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,1,2,1
