ワンパン,ブラウン
['\u3000それをロードヴァット様は『俺の酒が飲めないのか？』と絡み、フェリアシエル様が『このアホたれがっ』と、ワンパンでのしてしまうのが通例だったんだ。\n'],['\u3000よくある濃いブラウンの瞳に普通の顔つき。\n']
