クッキー,カラクリ,カップル,バリスタ,カンテラ,カリズラ,カスツー,ピチャピチ,クリスタ,コトノタ,バンスタ,アースベ,ガチャガチ,カチコチ,チンパチ,コントロ,クリフー,カスパー,クスブル,ウトコロ
17,1,1,14,1,1,1,1,5,1,1,13,1,1,1,1,1,102,1,1
