ワンピー,クスカリ,ポンコツ,クリスタ,タッチャブ,ガラクタ,コリゴリ,ドーピン,ポツリポツ,イラクラ,ポーカー,コングラ,クラスタ
3,15,3,2,1,11,1,1,1,1,1,1,10
