ジューシー,リンガー,プスピー,アーボー,ブースタ,ドタバタ,ハッキリ,カチャカチ,アースラ,コントロ,ピンポイ,ポイズン,ドスンドス
2,3,1,6,1,2,4,1,1,1,2,24,1
