ワンピー,コンパク,バリスタ,スカウト,チンピラ,ムンクル,ノタウロ,キャッスル,クリスタ,ハッピー,タッチャブ,バンカー,ホログラ,シーズン,コントロ,スーツケ,スパイラ
1,1,1,1,1,1,4,10,6,1,2,10,1,1,2,1,2
