ハッスル,スカウト,ツンデレ,デコピン,ビートン,ポンコツ,ウジャウジ,ウラガラ,ハッキリ,コントロ,メチャクチャ,ブーメラ
1,1,2,7,1,1,1,1,9,1,2,1
