ペットボ,ハッキリ,グジュグジ,コントロ,カツコツ,コツカツ,ランイラ,カサゴソ,カサシャカ,ガシャガシ,ゴソベリ,スーパー,シナガバ,ベリガサ,ガッカリ,ガサゴソ,ゴキブリ,クッビク
3,2,1,1,2,2,2,1,3,2,1,3,1,1,1,5,12,1
