ヘッドロ,コントロ
['\u3000ヘッドロックする要領で山姥を押さえつけた瞬間、手榴弾の炸裂音とともに彼の意識は永遠に途切れた。'],['\u3000あまりの恐ろしさに、俺の全身が振動コントローラーのようにぶるぶると震える。']
