からいじ,いじめた,かってく,とっぷく,いそうだ,ごきぶり,げたのー,がらかた,つけたら,いじめら
['\u3000日本からいじめは消えたが、暗い世の中になった。'],['「といれで僕をいじめたときの動画。あれを拡散させたでしょ？\u3000辛かったよ」'],['「分かってくれないなら別にいいです。さようなら」'],['\u3000だが、殺人事件の件数は先進国の中ではとっぷくらすとなる。'],['\u3000お父さんもお母さんもかわいそうだから、ころした。'],['「僕の給食にごきぶりを入れたのは誰かな。まぁ、誰でもいいや」'],['\u3000生徒たちは、机の上に広げたのーとと黒板を交互に見ながら、板書を続ける。'],['\u3000自分の背後にいるおまわりさんは、自分の話を聞きながらかたかたとぱそこんを打っている。'],['\u3000持っていたないふを投げつけたら、たまたま喉元に刺さった。'],"['「いじめられて自殺って馬鹿らしくなってさ」', '\u3000ある国では、いじめられっ子の復讐をこう呼んだ。']"
