すること,だったっ,ことだっ,こりごり,はっきり,よろめき,ことごと,こんから,さんだっ,しなかっ,ひたすら,たらしく,のさばら,はらわた,だったら,もたくさ,ふさがっ,がらこそ,うところ
1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1
