すっかり,くさいじ,たっぷす,がやたら,ばっかり,はっきり,べたつい,しながら,にやたら,こうから,くださー,さっぱり,しとくよ,ころから,げたこと,こそだっ,うとする,たらしく,するから,だったか,だったら,かってか,ずっとこ,がちかち,まじでぶ,ついてく,かったか
1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1
