ドキドキ,カラカラ,ガチャガチャ
['\u3000ドキドキしながら手を伸ばせば、うさぎは当然だと言わんばかりにゆっくりとうなずいて彼女に手渡してくれる。少女が見上げた風船は、うさぎと同じ｜桃色《・・》をしている。よく見れば周りの子どもたちも、みな桃色の風船を持っている。うさぎが手に持っているのは色とりどりの風船の束だというのに、どういう仕組みなのだろう。\n'],['\u3000だから、基本的に社会科見学の問い合わせは受け入れている。誤算だったのは、今回の対応の担当が絵里であったこと。どうせなら既婚者の子ども好きにやらせればいいだろうに。もしかしたらいつまでも結婚しない絵里に対して、子どもは良いものよという周囲のお節介なお膳立てだったのかもしれない。いずれにせよ、十数年ぶりに聞く電話口の第一声で背筋がぞっとした。相手のフルネームを確かめて、喉がカラカラになる。うまく舌が動かせない。果たして何と言って受け答えをしたのか絵里には記憶がない。頭は真っ白になったはずなのに、きちんと手はメモを取っていて、あっさりと社会科見学の日時は決定した。\n'],"['\u3000ここで働くって一体何をするのだろう。うさぎと同じように、チケットをもぎったり、風船を配ったり、甘いジュースを作ったりするのだろうか。もしかしたら、ジュースの材料に使うあの黒いガチャガチャを集めてこないといけないのかもしれない。\n', '\u3000お客様には特別にご覧に入れましょう。ゆらゆらと揺れるうさぎは、危なげない手つきでジューサーの中身を見せてくれた。まるでガチャガチャのような半透明の黒いカプセルがたくさん詰まっている。うさぎが一つ何気なくとって、少女の耳元でそれを揺らせば小さな悲鳴が聞こえた。\n']"
