ペットボ,サーカス,コウバチ,ハッキリ,ペチャクチャ,ジクザク,ピチャピチ,コンピュー,ヨロコン,チリブチ,ガップリ,グジュグジ,コントロ,ズタボロ,ズキンズキ,ブルドー,キーワー,ジューサー,サングラ,ガッチリ,スッキリ,フルスイ,ジュルウジ,スカウト,モゾガサ,サクラン,キーパー,ハッピー,カップル,ガシャガシ,シャリカシャ,ワーアップ,メリバキ,トースタ,クッキー,スタボロ,キリムシ,ランクス,ガチンガチ,サンプル,スクラン,スーパー,ガラクタ,コンゲー,ギョロギョ,ノコギリ,ジャーキー,オートロ,バックス,パーカッ,カリコリ,キリバキ,モコワイ,グチャグチ,カチャカチ,ガリボリ,ガッカリ,ランポリ,ゲーカッ,コロガシ,スイコウ,ブラジャー,トロベリ,タッパー,ケットボ,ゴキブリ,コンパク,サンドバ,トッパー,ムシャムシ,ノータッ,コンサー,サブプラ
4,1,1,5,1,1,1,2,1,1,1,2,2,8,1,1,8,1,21,4,5,1,1,5,1,1,1,2,3,2,1,1,1,4,1,1,6,1,1,10,2,12,4,1,2,2,1,1,8,3,1,1,1,3,2,1,1,2,1,2,1,2,7,7,1,5,1,1,2,1,2,1,1
