すること,ぐちゃぐち,はっきり,すごかっ,にたくさ,がみこん,がらすか,がらぼさ,しなかっ,からこそ,ちかけら,ばらくす,ぼさだっ,たらしく,かったら,からずっ,こちから
1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
