すっかり,すること,こつがみ,がやたら,すっごく,くっつい,しながら,がみつい,たっふさ,たらかっ,ぶつかり,どきする,しなかっ,けたかっ,ぶつかっ,どきしな,からこそ,がたつい,からうる,くってら,わなかっ,らんから,いそうだ,もそもこ,がってく,だったじ,たらしく,ふさわし,するから,だったか,だったら,めちゃくちゃ,からずっ,きゃっする,かったか
3,1,1,1,1,1,3,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1
