もわかっ,すっかり,かちだっ,すること,だったっ,びかけた,ぽたぱら,にこけた,うとしな,かったじ,にこちら,みしめた,はっきり,しながら,すっきり,いらしく,こともそ,するなよ,がしゃわー,からだっ,ことから,ずかしく,ぶつかり,てかわい,だらしく,よろしく,かりぐら,ちらこち,だだけら,さっぱり,つけとく,もそうだ,ことぐら,てかけた,こんくー,ぽつぽた,うしたら,つけたら,さんだっ,ころから,しなかっ,からひや,こうもり,ころだっ,かりのこ,するとこ,からこそ,とこちら,すーぱー,おいてく,がたかっ,がらすー,はためら,わなかっ,さんこそ,ひっきり,はたくさ,さんのび,こともわ,からへと,さんにこ,さんがつ,うとする,ちくくど,からはっ,たらしく,さんのそ,すくめた,ばっちり,じたこと,ぽっきり,からふる,かったら,さんから,だったか,だったら,がつくだ,うしてか,かっこつ,ぐっしょり,めたこと,がらわく,からずっ,さんもそ,くつもり,もわから,もりだっ,ずたじろ,たっぷり,めたばっ,がらのー,ぎたかっ,ぶつけた,ついてく,さんのこ,がっかり,とっくに,うところ,たらくだ,へとだっ,ゆるめた,かったか
1,6,1,10,1,1,1,1,1,1,1,2,2,12,1,1,1,1,1,1,1,3,2,1,1,3,1,1,1,2,1,2,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,2,1,1,1,3,1,2,1,2,1,1,1,1,5,1,1,1,1,1,2,1,1,1,2,3,3,8,1,1,1,1,2,1,2,1,3,1,2,1,1,1,1,1,4,1,1,2,5,4,1,1,1,3
