もそもぞ,うとする,しながら,こんとろ
['そもそもぞんびは動きが鈍く捕まえることが簡単だ。それに、力が人より強いというが、牛だって豚だって、人が素手で倒せる生き物ではないので今更だった。また、ぞんびに噛まれると感染してぞんびになるといわれていたが、ぞんびを食べることで抗体ができるのか、そんびを食べるようになってから感染者数は徐々に減少していった。ぞんびは完全に人類の天敵から食料へと格下げされることになったのだ。'],['そんなある日のことだ。私が食料を探すためにとある商店を探索していると、商品棚の影から一体のぞんびが現れた。突然のことで対応できなかった私の肩口にぞんびの指が食い込む。あまりにも強く掴まれて思わずうめき声が漏れた。ぞんびは一般人よりはるかに力が強い。一度捕まってしまえば逃げることは不可能だ。このまま何もしなければ、きっと私は他の不幸な仲間と同じような最期を迎えることになるだろう。そんなことを考えている間にも大きく口を開いたぞんびがゆっくりと黄色の歯を見せびらかせるように近づいてくる。どうせ食い殺されるくらいなら…。その時の私の精神状態はかなり異常なものだったろう。私はそのぞんびの頭を両手で掴み、噛みつこうとするそんびの首元へ逆にかみついてやった。襲い掛かる以外に意思のないはずのぞんびだったがその瞬間どことなく面食らったような顔をしていた気がする。しゃくり、しゃくり、しゃくり。腐敗して柔らかくなったぞんびの肉に私の歯が突き刺さる。急所に当たったのか、三度目のかみつきが成功した時、ぞんびは動く死体から動かぬ死体へと変わっていた。'],['政府による援助が行われなかった我々は、ぞんびからの襲撃を警戒しながらの毎日を過ごさなければならなくなった。'],['こうしてぞんびを食料とするようになってからおよそ５年が経った。今日ついに町の封鎖が解かれることとなる。今ではぞんびは完全にこんとろーるされている。ぞんび同士を繁殖させるぞんび農場は安定した供給に成功している。ぞんびをさらに発酵させ、体液を絞って作るぞんびわいんも好評だ。']
