わたわた,そわそわ,がちゃがちゃ,がたがた,かたかた,からから
['\u3000そう言って睨むと、翔子はひゅっと喉を鳴らした後、わたわたと由美の身体を引っ張り出した。'],['\u3000由美と翔子は早くこの場を離れたがってそわそわしていたが、私はそんな2人を他所（よそ）に床に転がっていた薬瓶を拾うと、すかーとのぽけっとに突っ込んだ。'],['\u3000どあの向こうからは悍（おぞ）ましい絶叫と、鎖ががちゃがちゃとぶつかる音が絶えず聞こえてくる。'],['\u3000完全に怯え切った様子で両手で耳を塞ぎ、がたがたと震えている。'],['\u3000微かに漏れた声に目を向けると、床に座り込んでいる西沢が蒼白な表情でかたかたと震えていた。'],['\u3000叫び続けてからからになった口内に無理矢理唾液を集め、一気に飲み干す。']
