ぐちゃぐちゃ,がくがく,ぎりぎり,めきめき,もごもご,にこにこ,ふさふさ,しわしわ,ぶるぶる,まじまじ,ざわざわ,がたがた
['\u3000俺が涙と鼻水で顔をぐちゃぐちゃにしながら本堂に駆け込むと、和尚さんは火鉢で餅を焼いていた。'],['\u3000涙と鼻水、さらには尿を垂れ流しながら、俺は床下でがくがくと震えた。'],['\u3000孫悟空が高速でなぎ払った如意棒を、山姥は両腕を使ってぎりぎりで防いだ。'],"['\u3000めきめき、という音を立てて包丁を引き抜き、ぽいと床に投げ捨てる。', '\u3000ざわざわと老婆の髪の毛が逆立ち、めきめきと音を立てて骨格が変化し始めた。']",['\u3000絵本の中の小僧さんの口が、もごもごと動いていた。'],"['\u3000そこには、にこにこと微笑む優しげな老婆。', '\u3000弱々しい声で言う俺に、老婆は相変わらずにこにこと微笑んでいる。']",['\u3000服装は小僧さんのものと同じ袴姿になっているが、髪は丸刈りではなくふさふさのままだった。'],['\u3000しわしわで枯れ枝のような手だが、掴む力はかなり強い。'],['\u3000あまりの恐ろしさに、俺の全身が振動こんとろーらーのようにぶるぶると震える。'],['\u3000見間違いかと、まじまじと絵本に顔を近づけて小僧さんを観察してみる。'],['\u3000ざわざわと老婆の髪の毛が逆立ち、めきめきと音を立てて骨格が変化し始めた。'],"['\u3000背後の光景を想像し、俺はがたがたと震えながら必死で足を動かした。', '\u3000俺ががたがたと震えて失禁しながらその場に尻餅をつくと、突然山姥に背後から何かが覆いかぶさった。']"
