ペットボ,コントロ,パカパー,ガッチリ,スッキリ,グッドサ,ハッスル,カップル,バッチリ,ワクドキ,ドキワク,ワイドシ,スーパー,オーパー,ガラクタ,シクヨロ,カラフル,ガッカリ,ハラドキ,バックド
5,1,2,1,5,1,1,1,2,1,1,1,1,1,2,1,4,1,1,3
