うしたか,かりだっ,すること,ことだっ,うとしな,けたとこ,ぶりくら,ちらから,ふっとこ,しこうし,ぐちゃぐち,にこちら,はっきり,しながら,げたとこ,けたから,がみつい,かっぷら,こそこち,からだっ,かりする,もこうし,こうから,くだから,からのこ,ずかしく,こそしな,ぶりから,さっぱり,もそうだ,さんだっ,しなかっ,しないら,ぶつかっ,けたすた,にこびり,ころだっ,ぱっちり,からこそ,とこちら,わなかっ,ことはた,ひたすら,ひっきり,はたくさ,がってく,うとする,がしたか,さんのた,たらしく,かったら,さんから,さんはき,ひーかっ,だったか,だったら,めたこと,からずっ,かっぷる,さんもそ,ばたつか,もりだっ,からする,がちだっ,めたかっ,さんのこ,うところ,ついたら,かったか
1,1,9,6,1,1,1,1,1,1,1,5,2,10,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,6,1,1,1,1,2,10,4,3,4,1,1,1,1,1,9,1,1,1,7,2,1,3,5,3,1,1,1,1,1,4,1,1,1,3,1,1,3
