くっきり,はっきり,めらから,ぶつけた,かってく,うところ,からだっ,はためら,どたばた,かったた
['\u3000それが、以前よりもくっきりとしているように感じられた。'],['\u3000けれども、写真にははっきりと女の顏が映っている。'],['\u3000どうやら連射撮影は自撮り用の内側のかめらからのようだ。'],['\u3000いや、皿でなくとも何かにぶつけたとか大いにありえる。'],"['（まあいい。明日以降もかかってくるようなら電話会社に相談しよう。非通知の相手なんて調べてもらえればすぐにわかるだろうし）', '\u3000以降、非通知から電話がかかってくることはなく、不気味な静けさだけがあたりを包み込んだ。']",['\u3000どこがどう、というところまではわからない。'],['\u3000しかし、誰からだったのだろう。'],['\u3000男はためらいながらも通話ぼたんを押した。'],['\u3000どたばたと住人が動き回る音はよく聞こえるじゃないか。'],['\u3000男はまわりのみんなにそのことを話したものの、誰も女の声など聞こえていなかったため、男自身も気のせいかと思っていた。']
