カタカタ,コンコン,ヘラヘラ,ズルズル,パタパタ,ボコボコ
['\u3000自分の背後にいるおまわりさんは、自分の話を聞きながらカタカタとパソコンを打っている。'],['\u3000コンコンと黒板に数式を書き進めていく若い女教師。'],['\u3000でも、目的は果たしたから結構満足していた。だから、ヘラヘラ笑っていた。'],['\u3000乾いた破裂音とほとんど同時に、女教師は背後の黒板に身体を打ち付けてズルズルと崩れ落ちた。'],['\u3000パタパタと倒れていく。'],['「五人がかりで僕をボコボコにしてくれてありがとう。強くなったよ……こうしてね」']
