ドキドキ,ゴツゴツ,チリチリ,パチパチ,シャッシャッ,ゾクゾク,バチバチ,ガサガサ,キラキラ,ピクピク,キョロキョロ,オイオイ,ザワザワ,ブルブル,ユサユサ,ツルツル,ニヤニヤ,ニコニコ
['超ドキドキ…。\n'],['それのため、暑苦しく、ゴツゴツとした体が当たり、浅い眠りしか取れなかった。\n'],['と、オレたちがやっていると、チリチリと音をたてて焦げ臭い匂いに変わって来た。\n'],['パチパチと小石をはじく音を立てながら、ゆっくりと数珠の車が止まった。\n'],"['シャッシャッシャッシャッ\n', 'シャッシャッシャッシャッ\n', 'シャッシャッシャッシャッと音をならしながら…。\n', 'シャッシャッシャッシャッと音をならしながら…。\n']",['背中がゾクゾクとした。\n'],['道の左右に大きな雑草が自分の重みに耐えられず道に倒れ込んでおり車をバチバチと叩いた。\n'],['オレたちが歩くと、その草むらがガサガサと音を立てる。\n'],['炎がキラキラと揺らめき、その度にカギが鈍く輝いた。\n'],['オレの食指がピクピクと動いた。\n'],['完全に緊張してキョロキョロしていた。\n'],"['「オイオイ。坊主を捕まえて…。魂はあるだろ…。」\n', '「オイオイ。自分の思想をジュダイに植え付けるなよ…。」\n', '「オイオイ。言葉が悪ぃな。ロマン！」\n']",['ザワザワと外から声が聞こえて来た。\n'],['ジュダイはブルブルと震えていた。\n'],['ユサユサユサ。\n'],['頭はツルツルの坊主にしてある。\n'],['オレはニヤニヤが止まらなかった。\n'],['彼女はニコニコして肉をこね、二人で一緒に丸めた。\n']
