ハッキリ,ワースー,ジタバタ,コントロ,カップラ,ダブリュー,サングラ,ブランブラ,ガッチリ,スッキリ,カップル,ヒーカッ,ワイトボ,スクラン,スーパー,カラフル,プリクラ,スーツケ,ガチャガチ,タッパー,コンサー
1,8,1,1,1,1,3,1,1,1,7,1,1,2,8,1,1,5,1,1,1
