カップル,カップラ,ヒーカッ
['\u3000街の中心部から離れているものの、大型ショッピングモールやアミューズメントスペースが広がるそこには、平日でも多くの親子連れやカップルが訪れる。\n'],['\u3000キッチンのシンクには洗っていない食器やカップラーメンのゴミが山積みになっている。\n'],"['\u3000しかし意識は向かいのコーヒーカップに集中していたので、味はほとんどわからなかった。\n', '\u3000緊張する僕の心境には気づかない様子で、彼女はコーヒーカップを僕の方へと押し出した。\n', '\u3000僕が声を掛けると、不意打ちを食らったらしい彼女は手にしたコーヒーカップを落っことしそうになっていた。\n']"
