スッキリ,コンドー,スーパー,バッチリ
['\u3000スッキリとした目覚めを迎えたのは久しぶりかもしれない。門扉まで新聞を取りに出て、いつものように郵便受けに手を入れたとき……\n'],['「数日前に最寄りの交番に相談している。郵便ポストに使用済みのコンドームが入れられていたという話から一応調べたところ、芦屋のＤＮＡが検出された」\n'],['\u3000午後も何事もなく終わり、足取りも重く帰り路を行く。ああ、スーパーに寄って食材を買わなくちゃ。でも……もう、疲れた……。\n'],['\u3000政弘にとって、朋子という女はどこまでも便利だった。遠くにいる大伯父夫妻の他には身寄りがなく、大学からそこそこ遠いくらいの場所に広い日本家屋を持っていた。遊ぶ金だけでなく場所も提供してくれ、見目もよく政弘との体の相性もバッチリだった。寂しがり屋でよく甘えてくる、そんなところも可愛いし何より男を必要としている女だったのだ。\n']
