ぽきぽき,げらげら,ぶらんぶらん
"['\u3000普段の佐藤からしたら信じられない大胆な行動をする都度、足下に無数転がっている人骨らしき物が、ぽきぽきぽきぽきと音を立てた。', '\u3000普段の佐藤からしたら信じられない大胆な行動をする都度、足下に無数転がっている人骨らしき物が、ぽきぽきぽきぽきと音を立てた。']",['\u3000足下に転がった埃塗れの髑髏がげらげらと笑う。'],['\u3000持ち上げられた血塗れの首が、皮一枚で繋がって、ぶらんぶらんと揺れていた。']
