スーパー,トッパー
['「スーパーのショートコントでもするか？」'],['「良いんだよ。これだけネットが発達したご時世だ。調べれば誰かが真実に辿り着く。人によって、話す内容が違う一番の原因は、事故が二件あったからですよ。一件目の事故で、重傷者が出たんです。今ならジェットコースターの営業を止めるんでしょうが、当時一番の人気アトラクションだったから、運営会社はきちんと調査もせずに動かしたんですよ。結果、二件目の事故が起きた。ジェットコースターが回転している最中にストッパーが外れて、少年と少女が外に放りだされたんです。二人共、地面に叩き付けられ即死でした」']
